TEST BATCH;INSTANCE;NUMBER CUSTOMERS;GAMMAT;DEVIATIONT;RUNTIME;RESULT;RESULT DESCRIPTION;INCUMBENT;BEST BOUND;MIP ABSOLUTE GAP;MIP RELATIVE GAP
B;R110;25;10;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;607.2;547.1825018;60.01749822;0.0988
B;R110;25;10;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;613.7;602.4507702;11.24922983;0.0182
B;R110;25;255;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;604.6;582.3309091;22.26909093;0.0367
B;R110;25;255;0.25;1459.49;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;607.2;607.2;0;0
B;R110;25;255;0.5;104.69;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;613.7;613.7;0;0
B;R111;25;0;0;678.51;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;573.1;573.1;0;0
B;R111;25;1;0.1;1001.93;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;573.1;573.1;0;0
B;R111;25;1;0.25;1770.52;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;595.6;595.6;0;0
B;R111;25;1;0.5;430.56;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;603.7;603.7;0;0
B;R111;25;5;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;601.5;559.3076769;42.19232309;0.07
B;R111;25;5;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;606.4;594.6662478;11.73375222;0.0193
B;R111;25;5;0.5;2214.42;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;638.7;638.7;0;0
B;R111;25;10;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;597.2;544.8184821;52.38151795;0.0876
B;R111;25;10;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;606.4;563.2090782;43.19092183;0.0711
B;R111;25;10;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;638.7;609.0108528;29.68914722;0.0463
B;R111;25;255;0.1;727.61;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;594.7;594.7;1.13687E-13;0
B;R111;25;255;0.25;393.06;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;606.4;606.4;1.13687E-13;0
B;R111;25;255;0.5;130.67;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;638.7;638.7;0;0
B;R112;25;0;0;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;579.5;451.0092353;128.4907647;0.2216
B;R112;25;1;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;560.7;445.354332;115.345668;0.2056
B;R112;25;1;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;581.2;449.564825;131.635175;0.2264
B;R112;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;570.3;450.3545365;119.9454635;0.2102
B;R112;25;5;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;585.4;434.1658538;151.2341462;0.2583
B;R112;25;5;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;571.7;441.4074999;130.2925001;0.2277
B;R112;25;5;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;604.3;454.0734271;150.2265729;0.2486
B;R112;25;10;0.1;3600.1;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;572.2;431.6367742;140.5632258;0.2455
B;R112;25;10;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;588.3;438.4199892;149.8800108;0.2546
B;R112;25;10;0.5;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;624.9;442.3471866;182.5528134;0.292
B;R112;25;255;0.1;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;570.3;454.4214917;115.8785083;0.2031
B;R112;25;255;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;567.4;459.9818819;107.4181181;0.1893
B;R112;25;255;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;604.3;482.851289;121.448711;0.2009
B;R201;25;0;0;0.53;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;645.8;645.8;1.13687E-13;0
B;R201;25;1;0.1;0.86;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;645.8;645.8;1.13687E-13;0
B;R201;25;1;0.25;0.83;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;645.8;645.8;1.13687E-13;0
B;R201;25;1;0.5;1;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;658.4;658.4;0;0
B;R201;25;5;0.1;1.88;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;645.8;645.8;0;0
B;R201;25;5;0.25;1.39;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;646.9;646.9;0;0
B;R201;25;5;0.5;2.05;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;658.4;658.4;0;0
B;R201;25;10;0.1;2.75;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;645.8;645.8;1.13687E-13;0
B;R201;25;10;0.25;1.74;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;646.9;646.9;1.13687E-13;0
B;R201;25;10;0.5;5.27;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;658.4;658.4;1.13687E-13;0
B;R201;25;255;0.1;0.51;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;645.8;645.8;0;0
B;R201;25;255;0.25;0.72;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;646.9;646.9;0;0
B;R201;25;255;0.5;0.64;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;658.4;658.4;1.13687E-13;0
B;R202;25;0;0;1797.35;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;521.6;521.6;3.41061E-13;0
B;R202;25;1;0.1;2070.86;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;521.6;521.6;0;0
B;R202;25;1;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;521.6;517.5657966;4.034203371;0.0077
B;R202;25;1;0.5;1580.27;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;530.8;530.8;0;0
B;R202;25;5;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;521.6;504.3698022;17.23019777;0.033
B;R202;25;5;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;521.6;500.7835509;20.81644914;0.0399
B;R202;25;5;0.5;3509.45;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;530.8;530.8;0;0
B;R202;25;10;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;521.6;493.2535038;28.34649619;0.0543
B;R202;25;10;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;521.6;488.5064052;33.0935948;0.0633
B;R202;25;10;0.5;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;534;505.151277;28.84872299;0.0539
B;R202;25;255;0.1;894.59;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;521.6;521.6;0;0
B;R202;25;255;0.25;794.84;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;521.6;521.6;0;0
B;R202;25;255;0.5;676.35;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;530.8;530.8;0;0
B;R203;25;0;0;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.9;509.8779535;55.0220465;0.0974
B;R203;25;1;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.9;512.2473528;52.65264715;0.0931
B;R203;25;1;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.9;508.9038819;55.99611809;0.099
B;R203;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.9;509.0021362;55.89786377;0.0988
B;R203;25;5;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.9;495.6686207;69.23137931;0.1225
B;R203;25;5;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;568.6;502.6562274;65.94377259;0.1159
B;R203;25;5;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;571.4;496.3418366;75.05816343;0.1313
B;R203;25;10;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.9;493.5190104;71.38098958;0.1262
B;R203;25;10;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;568.6;491.7225688;76.8774312;0.1351
B;R203;25;10;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;571.9;488.95163;82.94837004;0.145
B;R203;25;255;0.1;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.9;516.0358113;48.86418874;0.0864
B;R203;25;255;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.9;519.8646077;45.03539228;0.0797
B;R203;25;255;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;571.9;522.6748878;49.22511223;0.086
B;R204;25;0;0;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;507.2;445.506617;61.69338304;0.1215
B;R204;25;1;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;519;441.4226281;77.57737189;0.1493
B;R204;25;1;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;522.3;439.5934381;82.70656191;0.1583
B;R204;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;507.2;441.6985047;65.50149534;0.1291
B;R204;25;5;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;522.4;436.0513836;86.34861638;0.1652
B;R204;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;528.9;434.5494666;94.35053339;0.1783
B;R204;25;5;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;531.9;434.7760482;97.12395185;0.1826
B;R204;25;10;0.1;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;519.2;427.4093346;91.79066536;0.1766
B;R204;25;10;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;531.9;426.0157296;105.8842704;0.1989
B;R204;25;10;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;528.9;428.1765421;100.7234579;0.1904
B;R204;25;255;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;507.2;448.7209675;58.47903248;0.1151
B;R204;25;255;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;507.2;450.3292102;56.87078979;0.112
B;R204;25;255;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;507.2;447.1903487;60.00965133;0.1183
B;R205;25;0;0;81.78;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.2;562.2;1.13687E-13;0
B;R205;25;1;0.1;187.15;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;1.13687E-13;0
B;R205;25;1;0.25;127.76;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
B;R205;25;1;0.5;26.32;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
B;R205;25;5;0.1;322.78;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
B;R205;25;5;0.25;172.92;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
B;R205;25;5;0.5;149.69;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
B;R205;25;10;0.1;1328.08;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
B;R205;25;10;0.25;578.15;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
B;R205;25;10;0.5;209.37;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;2.72848E-12;0
B;R205;25;255;0.1;78.46;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
B;R205;25;255;0.25;60.32;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
B;R205;25;255;0.5;23.39;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
B;R206;25;0;0;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;528;505.6167071;22.38329287;0.0422
B;R206;25;1;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;528;506.7740052;21.22599484;0.0402
B;R206;25;1;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;534.2;504.9115152;29.28848476;0.0547
B;R206;25;1;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;534.2;508.487397;25.71260296;0.0481
B;R206;25;5;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;539.8;498.0314292;41.76857077;0.0773
B;R206;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;534.1999975;502.0714939;32.12850351;0.0601
B;R206;25;5;0.5;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;535.8;499.1;36.7;0.0685
B;R206;25;10;0.1;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;536.5;491.8196402;44.68035982;0.0831
B;R206;25;10;0.25;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;554.6;487.8827865;66.71721345;0.1203
B;R206;25;10;0.5;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;535.8;500.75;35.05;0.0653
B;R206;25;255;0.1;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;536.5;511.9838849;24.51611511;0.0457
B;R206;25;255;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;539.8;507.9045623;31.89543767;0.0589
B;R206;25;255;0.5;2121.13;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;535.8;535.8;0;0
B;R207;25;0;0;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;533.1;464.191952;68.90804803;0.1292
B;R207;25;1;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;547.5;461.0238643;86.47613566;0.1578
B;R207;25;1;0.25;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;541.4;462.8135474;78.58645265;0.145
B;R207;25;1;0.5;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;541.4;465.7099148;75.69008517;0.1396
B;R207;25;5;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;538.1;457.25;80.85;0.1502
B;R207;25;5;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;547.6;456.8;90.8;0.1658
B;R207;25;5;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;548.7;460.5438018;88.15619822;0.1606
B;R207;25;10;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;547.5;453.2429955;94.25700454;0.1721
B;R207;25;10;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;540.6;454.6086911;85.99130886;0.1589
B;R207;25;10;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;551.8;457.5531085;94.24689147;0.1707
B;R207;25;255;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;547.5;465.7764231;81.72357692;0.1492
B;R207;25;255;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;547.5;472.3947461;75.10525389;0.1372
B;R207;25;255;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;538.1;469.4625704;68.63742956;0.1275
B;R208;25;0;0;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;428.8;410.4369205;18.36307955;0.0427
B;R208;25;1;0.1;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;428.8;409.1624737;19.63752632;0.0457
B;R208;25;1;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;435;412.5942214;22.40577859;0.0515
B;R208;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;435;411.4014991;23.59850086;0.054
B;R208;25;5;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;435;405.242526;29.75747405;0.0683
B;R208;25;5;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;435;403.4090481;31.59095194;0.0724
B;R208;25;5;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;435;399.95;35.05;0.0805
B;R208;25;10;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;454.2;399.0578947;55.14210526;0.1213
B;R208;25;10;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;435;403.2198091;31.78019094;0.0729
B;R208;25;10;0.5;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;435;399.8970221;35.10297788;0.0807
B;R208;25;255;0.1;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;435;410.5273495;24.47265053;0.0561
B;R208;25;255;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;435;415.6574568;19.34254317;0.0444
B;R208;25;255;0.5;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;435;414.3337901;20.66620991;0.0474
B;R209;25;0;0;46.41;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;0;0
B;R209;25;1;0.1;93.4;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;5.68434E-14;0
B;R209;25;1;0.25;133.44;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;5.68434E-14;0
B;R209;25;1;0.5;77.34;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;0;0
B;R209;25;5;0.1;678.54;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;0;0
B;R209;25;5;0.25;259.08;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;0;0
B;R209;25;5;0.5;859.45;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;514.9;514.9;1.13687E-13;0
B;R209;25;10;0.1;891.42;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;5.68434E-14;0
B;R209;25;10;0.25;722.09;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;5.68434E-14;0
B;R209;25;10;0.5;1243.98;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;514.9;514.9;1.13687E-13;0
B;R209;25;255;0.1;28.6;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;5.68434E-14;0
B;R209;25;255;0.25;19.5;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;0;0
B;R209;25;255;0.5;49.63;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;514.9;514.9;0;0
B;R210;25;0;0;578.53;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;0;0
B;R210;25;1;0.1;965.26;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;0;0
B;R210;25;1;0.25;543.92;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;1.13687E-13;0
B;R210;25;1;0.5;529.96;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;1.13687E-13;0
B;R210;25;5;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;547.2;539.0835971;8.11640292;0.0148
B;R210;25;5;0.25;1440.95;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;0;0
B;R210;25;5;0.5;3019.35;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;1.13687E-13;0
B;R210;25;10;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;547.2;542.1305651;5.069434934;0.0091
B;R210;25;10;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;547.2;538.5318078;8.668192194;0.0157
B;R210;25;10;0.5;3485.68;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;1.13687E-13;0
B;R210;25;255;0.1;355.18;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;0;0
B;R210;25;255;0.25;182.8;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;1.13687E-13;0
B;R210;25;255;0.5;117.6;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;0;0
B;R211;25;0;0;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;471.6;408.2812076;63.31879242;0.1342
B;R211;25;1;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;471.6;402.3538971;69.24610287;0.1467
B;R211;25;1;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;495.8;403.699999;92.100001;0.1858
B;R211;25;1;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;520.2;410.1808324;110.0191676;0.2115
B;R211;25;5;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;486.2;394.9228934;91.2771066;0.1876
B;R211;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;497.8;400.0966481;97.7033519;0.1963
B;R211;25;5;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;493.6;400.749129;92.85087102;0.188
B;R211;25;10;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;491.5;393.9692823;97.53071774;0.1984
B;R211;25;10;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;489.3;395.2912519;94.00874812;0.1921
B;R211;25;10;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;493.6;395.5833333;98.01666667;0.1985
B;R211;25;255;0.1;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;471.6;411.3610029;60.23899705;0.1277
B;R211;25;255;0.25;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;493.6;410.3112536;83.28874644;0.1686
B;R211;25;255;0.5;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;493.6;410.2984348;83.30156521;0.1688
B;RC101;25;0;0;0.33;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;603.1;603.1;2.27374E-13;0
B;RC101;25;1;0.1;0.57;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;604;604;0;0
B;RC101;25;1;0.25;0.26;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;604;604;0;0
B;RC101;25;1;0.5;0.09;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;661.5;661.5;0;0
B;RC101;25;5;0.1;1.73;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;604;604;1.13687E-13;0
B;RC101;25;5;0.25;0.83;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;604;604;0;0
B;RC101;25;5;0.5;0.31;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;662;662;0;0
B;RC101;25;10;0.1;2.52;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;604;604;1.13687E-13;0
B;RC101;25;10;0.25;1.76;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;604;604;0;0
